planned_shift_id,hospital_id,unit_id,shift_date,shift_type,role,service_id,rule_id,planned_headcount,baseline_min_staff,demand_patient_count,occupied_bed_demand,physical_bed_capacity,occupancy_rate_proxy,avg_arrival_acuity,queue_triggered_flag
PS_20251231_NIGHT_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2025-12-31,NIGHT,icu_physician,S_ICU_ADMIT,R_ICU_MD_NIGHT,1,1,0.0,0.0,0.0,0.0,0.0,0
PS_20251231_NIGHT_U_MED_ward_nurse,CL_HGGB_001,U_MED,2025-12-31,NIGHT,ward_nurse,,R_MED_NURSE_NIGHT,4,4,0.0,0.0,0.0,0.0,0.0,0
PS_20251231_NIGHT_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2025-12-31,NIGHT,surgical_nurse,,R_SURG_NURSE_NIGHT,3,3,0.0,2.0,60.0,0.03333333333333333,0.0,0
PS_20251231_PM_U_ED_bed_manager,CL_HGGB_001,U_ED,2025-12-31,PM,bed_manager,S_BED_MGMT,R_ED_BED_MGR_PM,1,1,0.0,0.0,0.0,0.0,0.0,0
PS_20251231_PM_U_ED_ed_nurse,CL_HGGB_001,U_ED,2025-12-31,PM,ed_nurse,S_ED_OBS,R_ED_NURSE_PM,5,5,0.0,0.0,0.0,0.0,0.0,0
PS_20251231_PM_U_ED_ed_physician,CL_HGGB_001,U_ED,2025-12-31,PM,ed_physician,S_ED_MD,R_ED_MD_PM,4,4,0.0,0.0,0.0,0.0,0.0,0
PS_20251231_PM_U_ED_triage_nurse,CL_HGGB_001,U_ED,2025-12-31,PM,triage_nurse,S_TRIAGE,R_ED_TRIAGE_PM,2,2,0.0,0.0,0.0,0.0,0.0,0
PS_20251231_PM_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2025-12-31,PM,icu_nurse,S_ICU_CARE,R_ICU_NURSE_PM,4,4,0.0,0.0,0.0,0.0,0.0,0
PS_20251231_PM_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2025-12-31,PM,icu_physician,S_ICU_ADMIT,R_ICU_MD_PM,1,1,0.0,0.0,0.0,0.0,0.0,0
PS_20251231_PM_U_MED_ward_nurse,CL_HGGB_001,U_MED,2025-12-31,PM,ward_nurse,,R_MED_NURSE_PM,5,5,0.0,0.0,0.0,0.0,0.0,0
PS_20251231_PM_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2025-12-31,PM,surgical_nurse,,R_SURG_NURSE_PM,4,4,0.0,0.0,0.0,0.0,0.0,0
PS_20260101_AM_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-01,AM,bed_manager,S_BED_MGMT,R_ED_BED_MGR_AM,2,1,208.0,13.0,20.0,0.65,1.0600961538461537,1
PS_20260101_AM_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-01,AM,ed_nurse,S_ED_OBS,R_ED_NURSE_AM,54,4,208.0,13.0,20.0,0.65,1.0600961538461537,1
PS_20260101_AM_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-01,AM,ed_physician,S_ED_MD,R_ED_MD_AM,28,3,208.0,13.0,20.0,0.65,1.0600961538461537,1
PS_20260101_AM_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-01,AM,triage_nurse,S_TRIAGE,R_ED_TRIAGE_AM,4,2,208.0,13.0,20.0,0.65,1.0600961538461537,1
PS_20260101_AM_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-01,AM,icu_nurse,S_ICU_CARE,R_ICU_NURSE_AM,4,4,0.0,0.0,0.0,0.0,0.0,0
PS_20260101_AM_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-01,AM,icu_physician,S_ICU_ADMIT,R_ICU_MD_AM,1,1,0.0,0.0,0.0,0.0,0.0,0
PS_20260101_AM_U_MED_hospitalist,CL_HGGB_001,U_MED,2026-01-01,AM,hospitalist,,R_MED_MD_AM,3,2,2.0,2.0,80.0,0.025,3.0,0
PS_20260101_AM_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-01,AM,ward_nurse,,R_MED_NURSE_AM,7,6,2.0,2.0,80.0,0.025,3.0,0
PS_20260101_AM_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-01,AM,surgical_nurse,,R_SURG_NURSE_AM,6,5,1.0,3.0,60.0,0.05,3.0,0
PS_20260101_NIGHT_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-01,NIGHT,bed_manager,S_BED_MGMT,R_ED_BED_MGR_NIGHT,1,1,234.0,19.0,20.0,0.95,1.0961538461538463,1
PS_20260101_NIGHT_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-01,NIGHT,ed_nurse,S_ED_OBS,R_ED_NURSE_NIGHT,49,3,234.0,19.0,20.0,0.95,1.0961538461538463,1
PS_20260101_NIGHT_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-01,NIGHT,ed_physician,S_ED_MD,R_ED_MD_NIGHT,26,2,234.0,19.0,20.0,0.95,1.0961538461538463,1
PS_20260101_NIGHT_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-01,NIGHT,triage_nurse,S_TRIAGE,R_ED_TRIAGE_NIGHT,3,1,234.0,19.0,20.0,0.95,1.0961538461538463,1
PS_20260101_NIGHT_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-01,NIGHT,icu_nurse,S_ICU_CARE,R_ICU_NURSE_NIGHT,4,4,0.0,1.0,15.0,0.06666666666666667,0.0,0
PS_20260101_NIGHT_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-01,NIGHT,icu_physician,S_ICU_ADMIT,R_ICU_MD_NIGHT,1,1,0.0,1.0,15.0,0.06666666666666667,0.0,0
PS_20260101_NIGHT_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-01,NIGHT,ward_nurse,,R_MED_NURSE_NIGHT,5,4,2.0,8.0,80.0,0.1,3.0,0
PS_20260101_NIGHT_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-01,NIGHT,surgical_nurse,,R_SURG_NURSE_NIGHT,4,3,2.0,5.0,60.0,0.08333333333333333,3.0,0
PS_20260101_PM_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-01,PM,bed_manager,S_BED_MGMT,R_ED_BED_MGR_PM,2,1,241.0,10.0,20.0,0.5,1.062240663900415,1
PS_20260101_PM_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-01,PM,ed_nurse,S_ED_OBS,R_ED_NURSE_PM,63,5,241.0,10.0,20.0,0.5,1.062240663900415,1
PS_20260101_PM_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-01,PM,ed_physician,S_ED_MD,R_ED_MD_PM,33,4,241.0,10.0,20.0,0.5,1.062240663900415,1
PS_20260101_PM_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-01,PM,triage_nurse,S_TRIAGE,R_ED_TRIAGE_PM,4,2,241.0,10.0,20.0,0.5,1.062240663900415,1
PS_20260101_PM_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-01,PM,icu_nurse,S_ICU_CARE,R_ICU_NURSE_PM,4,4,0.0,0.0,0.0,0.0,0.0,0
PS_20260101_PM_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-01,PM,icu_physician,S_ICU_ADMIT,R_ICU_MD_PM,1,1,0.0,0.0,0.0,0.0,0.0,0
PS_20260101_PM_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-01,PM,ward_nurse,,R_MED_NURSE_PM,6,5,1.0,4.0,80.0,0.05,3.0,0
PS_20260101_PM_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-01,PM,surgical_nurse,,R_SURG_NURSE_PM,5,4,1.0,4.0,60.0,0.06666666666666667,3.0,0
PS_20260102_AM_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-02,AM,bed_manager,S_BED_MGMT,R_ED_BED_MGR_AM,2,1,206.0,22.0,20.0,1.1,1.0922330097087378,1
PS_20260102_AM_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-02,AM,ed_nurse,S_ED_OBS,R_ED_NURSE_AM,54,4,206.0,22.0,20.0,1.1,1.0922330097087378,1
PS_20260102_AM_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-02,AM,ed_physician,S_ED_MD,R_ED_MD_AM,28,3,206.0,22.0,20.0,1.1,1.0922330097087378,1
PS_20260102_AM_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-02,AM,triage_nurse,S_TRIAGE,R_ED_TRIAGE_AM,4,2,206.0,22.0,20.0,1.1,1.0922330097087378,1
PS_20260102_AM_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-02,AM,icu_nurse,S_ICU_CARE,R_ICU_NURSE_AM,4,4,0.0,1.0,15.0,0.06666666666666667,0.0,0
PS_20260102_AM_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-02,AM,icu_physician,S_ICU_ADMIT,R_ICU_MD_AM,1,1,0.0,1.0,15.0,0.06666666666666667,0.0,0
PS_20260102_AM_U_MED_hospitalist,CL_HGGB_001,U_MED,2026-01-02,AM,hospitalist,,R_MED_MD_AM,3,2,1.0,10.0,80.0,0.125,3.0,0
PS_20260102_AM_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-02,AM,ward_nurse,,R_MED_NURSE_AM,7,6,1.0,10.0,80.0,0.125,3.0,0
PS_20260102_AM_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-02,AM,surgical_nurse,,R_SURG_NURSE_AM,5,5,0.0,5.0,60.0,0.08333333333333333,0.0,0
PS_20260102_NIGHT_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-02,NIGHT,bed_manager,S_BED_MGMT,R_ED_BED_MGR_NIGHT,1,1,237.0,32.0,20.0,1.5,1.1708860759493671,1
PS_20260102_NIGHT_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-02,NIGHT,ed_nurse,S_ED_OBS,R_ED_NURSE_NIGHT,50,3,237.0,32.0,20.0,1.5,1.1708860759493671,1
PS_20260102_NIGHT_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-02,NIGHT,ed_physician,S_ED_MD,R_ED_MD_NIGHT,26,2,237.0,32.0,20.0,1.5,1.1708860759493671,1
PS_20260102_NIGHT_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-02,NIGHT,triage_nurse,S_TRIAGE,R_ED_TRIAGE_NIGHT,3,1,237.0,32.0,20.0,1.5,1.1708860759493671,1
PS_20260102_NIGHT_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-02,NIGHT,icu_nurse,S_ICU_CARE,R_ICU_NURSE_NIGHT,6,4,1.0,3.0,15.0,0.2,5.0,0
PS_20260102_NIGHT_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-02,NIGHT,icu_physician,S_ICU_ADMIT,R_ICU_MD_NIGHT,2,1,1.0,3.0,15.0,0.2,5.0,0
PS_20260102_NIGHT_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-02,NIGHT,ward_nurse,,R_MED_NURSE_NIGHT,5,4,4.0,14.0,80.0,0.175,3.0,0
PS_20260102_NIGHT_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-02,NIGHT,surgical_nurse,,R_SURG_NURSE_NIGHT,4,3,1.0,6.0,60.0,0.1,3.0,0
PS_20260102_PM_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-02,PM,bed_manager,S_BED_MGMT,R_ED_BED_MGR_PM,2,1,214.0,26.0,20.0,1.3,1.1682242990654206,1
PS_20260102_PM_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-02,PM,ed_nurse,S_ED_OBS,R_ED_NURSE_PM,56,5,214.0,26.0,20.0,1.3,1.1682242990654206,1
PS_20260102_PM_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-02,PM,ed_physician,S_ED_MD,R_ED_MD_PM,29,4,214.0,26.0,20.0,1.3,1.1682242990654206,1
PS_20260102_PM_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-02,PM,triage_nurse,S_TRIAGE,R_ED_TRIAGE_PM,4,2,214.0,26.0,20.0,1.3,1.1682242990654206,1
PS_20260102_PM_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-02,PM,icu_nurse,S_ICU_CARE,R_ICU_NURSE_PM,6,4,2.0,3.0,15.0,0.2,5.0,0
PS_20260102_PM_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-02,PM,icu_physician,S_ICU_ADMIT,R_ICU_MD_PM,2,1,2.0,3.0,15.0,0.2,5.0,0
PS_20260102_PM_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-02,PM,ward_nurse,,R_MED_NURSE_PM,6,5,1.0,12.0,80.0,0.15,3.0,0
PS_20260102_PM_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-02,PM,surgical_nurse,,R_SURG_NURSE_PM,5,4,1.0,6.0,60.0,0.1,3.0,0
PS_20260103_AM_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-03,AM,bed_manager,S_BED_MGMT,R_ED_BED_MGR_AM,2,1,229.0,22.0,20.0,1.1,1.0589519650655022,1
PS_20260103_AM_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-03,AM,ed_nurse,S_ED_OBS,R_ED_NURSE_AM,60,4,229.0,22.0,20.0,1.1,1.0589519650655022,1
PS_20260103_AM_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-03,AM,ed_physician,S_ED_MD,R_ED_MD_AM,31,3,229.0,22.0,20.0,1.1,1.0589519650655022,1
PS_20260103_AM_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-03,AM,triage_nurse,S_TRIAGE,R_ED_TRIAGE_AM,4,2,229.0,22.0,20.0,1.1,1.0589519650655022,1
PS_20260103_AM_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-03,AM,icu_nurse,S_ICU_CARE,R_ICU_NURSE_AM,6,4,1.0,4.0,15.0,0.26666666666666666,5.0,0
PS_20260103_AM_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-03,AM,icu_physician,S_ICU_ADMIT,R_ICU_MD_AM,2,1,1.0,4.0,15.0,0.26666666666666666,5.0,0
PS_20260103_AM_U_MED_hospitalist,CL_HGGB_001,U_MED,2026-01-03,AM,hospitalist,,R_MED_MD_AM,3,2,2.0,17.0,80.0,0.2125,3.0,0
PS_20260103_AM_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-03,AM,ward_nurse,,R_MED_NURSE_AM,7,6,2.0,17.0,80.0,0.2125,3.0,0
PS_20260103_AM_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-03,AM,surgical_nurse,,R_SURG_NURSE_AM,6,5,3.0,8.0,60.0,0.13333333333333333,3.0,0
PS_20260103_NIGHT_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-03,NIGHT,bed_manager,S_BED_MGMT,R_ED_BED_MGR_NIGHT,1,1,223.0,16.0,20.0,0.8,1.1434977578475336,1
PS_20260103_NIGHT_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-03,NIGHT,ed_nurse,S_ED_OBS,R_ED_NURSE_NIGHT,47,3,223.0,16.0,20.0,0.8,1.1434977578475336,1
PS_20260103_NIGHT_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-03,NIGHT,ed_physician,S_ED_MD,R_ED_MD_NIGHT,25,2,223.0,16.0,20.0,0.8,1.1434977578475336,1
PS_20260103_NIGHT_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-03,NIGHT,triage_nurse,S_TRIAGE,R_ED_TRIAGE_NIGHT,3,1,223.0,16.0,20.0,0.8,1.1434977578475336,1
PS_20260103_NIGHT_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-03,NIGHT,icu_nurse,S_ICU_CARE,R_ICU_NURSE_NIGHT,4,4,0.0,5.0,15.0,0.3333333333333333,0.0,0
PS_20260103_NIGHT_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-03,NIGHT,icu_physician,S_ICU_ADMIT,R_ICU_MD_NIGHT,1,1,0.0,5.0,15.0,0.3333333333333333,0.0,0
PS_20260103_NIGHT_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-03,NIGHT,ward_nurse,,R_MED_NURSE_NIGHT,4,4,0.0,23.0,80.0,0.2875,0.0,0
PS_20260103_NIGHT_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-03,NIGHT,surgical_nurse,,R_SURG_NURSE_NIGHT,4,3,1.0,10.0,60.0,0.16666666666666666,3.0,0
PS_20260103_PM_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-03,PM,bed_manager,S_BED_MGMT,R_ED_BED_MGR_PM,2,1,217.0,16.0,20.0,0.8,1.096774193548387,1
PS_20260103_PM_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-03,PM,ed_nurse,S_ED_OBS,R_ED_NURSE_PM,57,5,217.0,16.0,20.0,0.8,1.096774193548387,1
PS_20260103_PM_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-03,PM,ed_physician,S_ED_MD,R_ED_MD_PM,30,4,217.0,16.0,20.0,0.8,1.096774193548387,1
PS_20260103_PM_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-03,PM,triage_nurse,S_TRIAGE,R_ED_TRIAGE_PM,4,2,217.0,16.0,20.0,0.8,1.096774193548387,1
PS_20260103_PM_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-03,PM,icu_nurse,S_ICU_CARE,R_ICU_NURSE_PM,4,4,0.0,4.0,15.0,0.26666666666666666,0.0,0
PS_20260103_PM_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-03,PM,icu_physician,S_ICU_ADMIT,R_ICU_MD_PM,1,1,0.0,4.0,15.0,0.26666666666666666,0.0,0
PS_20260103_PM_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-03,PM,ward_nurse,,R_MED_NURSE_PM,6,5,2.0,21.0,80.0,0.2625,3.0,0
PS_20260103_PM_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-03,PM,surgical_nurse,,R_SURG_NURSE_PM,5,4,2.0,10.0,60.0,0.16666666666666666,3.0,0
PS_20260104_AM_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-04,AM,bed_manager,S_BED_MGMT,R_ED_BED_MGR_AM,2,1,226.0,15.0,20.0,0.75,1.0508849557522124,1
PS_20260104_AM_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-04,AM,ed_nurse,S_ED_OBS,R_ED_NURSE_AM,59,4,226.0,15.0,20.0,0.75,1.0508849557522124,1
PS_20260104_AM_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-04,AM,ed_physician,S_ED_MD,R_ED_MD_AM,31,3,226.0,15.0,20.0,0.75,1.0508849557522124,1
PS_20260104_AM_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-04,AM,triage_nurse,S_TRIAGE,R_ED_TRIAGE_AM,4,2,226.0,15.0,20.0,0.75,1.0508849557522124,1
PS_20260104_AM_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-04,AM,icu_nurse,S_ICU_CARE,R_ICU_NURSE_AM,7,4,1.0,6.0,15.0,0.4,6.0,0
PS_20260104_AM_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-04,AM,icu_physician,S_ICU_ADMIT,R_ICU_MD_AM,3,1,1.0,6.0,15.0,0.4,6.0,0
PS_20260104_AM_U_MED_hospitalist,CL_HGGB_001,U_MED,2026-01-04,AM,hospitalist,,R_MED_MD_AM,3,2,4.0,27.0,80.0,0.3375,3.0,0
PS_20260104_AM_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-04,AM,ward_nurse,,R_MED_NURSE_AM,7,6,4.0,27.0,80.0,0.3375,3.0,0
PS_20260104_AM_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-04,AM,surgical_nurse,,R_SURG_NURSE_AM,6,5,1.0,9.0,60.0,0.15,3.0,0
PS_20260104_NIGHT_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-04,NIGHT,bed_manager,S_BED_MGMT,R_ED_BED_MGR_NIGHT,1,1,247.0,15.0,20.0,0.75,1.0991902834008098,1
PS_20260104_NIGHT_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-04,NIGHT,ed_nurse,S_ED_OBS,R_ED_NURSE_NIGHT,52,3,247.0,15.0,20.0,0.75,1.0991902834008098,1
PS_20260104_NIGHT_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-04,NIGHT,ed_physician,S_ED_MD,R_ED_MD_NIGHT,27,2,247.0,15.0,20.0,0.75,1.0991902834008098,1
PS_20260104_NIGHT_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-04,NIGHT,triage_nurse,S_TRIAGE,R_ED_TRIAGE_NIGHT,3,1,247.0,15.0,20.0,0.75,1.0991902834008098,1
PS_20260104_NIGHT_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-04,NIGHT,icu_nurse,S_ICU_CARE,R_ICU_NURSE_NIGHT,6,4,1.0,8.0,15.0,0.5333333333333333,5.0,0
PS_20260104_NIGHT_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-04,NIGHT,icu_physician,S_ICU_ADMIT,R_ICU_MD_NIGHT,2,1,1.0,8.0,15.0,0.5333333333333333,5.0,0
PS_20260104_NIGHT_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-04,NIGHT,ward_nurse,,R_MED_NURSE_NIGHT,5,4,2.0,30.0,80.0,0.375,3.0,0
PS_20260104_NIGHT_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-04,NIGHT,surgical_nurse,,R_SURG_NURSE_NIGHT,3,3,0.0,10.0,60.0,0.16666666666666666,0.0,0
PS_20260104_PM_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-04,PM,bed_manager,S_BED_MGMT,R_ED_BED_MGR_PM,2,1,240.0,13.0,20.0,0.65,1.0958333333333334,1
PS_20260104_PM_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-04,PM,ed_nurse,S_ED_OBS,R_ED_NURSE_PM,62,5,240.0,13.0,20.0,0.65,1.0958333333333334,1
PS_20260104_PM_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-04,PM,ed_physician,S_ED_MD,R_ED_MD_PM,32,4,240.0,13.0,20.0,0.65,1.0958333333333334,1
PS_20260104_PM_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-04,PM,triage_nurse,S_TRIAGE,R_ED_TRIAGE_PM,4,2,240.0,13.0,20.0,0.65,1.0958333333333334,1
PS_20260104_PM_U_ICU_icu_nurse,CL_HGGB_001,U_ICU,2026-01-04,PM,icu_nurse,S_ICU_CARE,R_ICU_NURSE_PM,6,4,1.0,7.0,15.0,0.4666666666666667,5.0,0
PS_20260104_PM_U_ICU_icu_physician,CL_HGGB_001,U_ICU,2026-01-04,PM,icu_physician,S_ICU_ADMIT,R_ICU_MD_PM,2,1,1.0,7.0,15.0,0.4666666666666667,5.0,0
PS_20260104_PM_U_MED_ward_nurse,CL_HGGB_001,U_MED,2026-01-04,PM,ward_nurse,,R_MED_NURSE_PM,6,5,1.0,27.0,80.0,0.3375,3.0,0
PS_20260104_PM_U_SURG_surgical_nurse,CL_HGGB_001,U_SURG,2026-01-04,PM,surgical_nurse,,R_SURG_NURSE_PM,5,4,1.0,8.0,60.0,0.13333333333333333,3.0,0
PS_20260105_AM_U_ED_bed_manager,CL_HGGB_001,U_ED,2026-01-05,AM,bed_manager,S_BED_MGMT,R_ED_BED_MGR_AM,2,1,206.0,14.0,20.0,0.7,1.0995145631067962,1
PS_20260105_AM_U_ED_ed_nurse,CL_HGGB_001,U_ED,2026-01-05,AM,ed_nurse,S_ED_OBS,R_ED_NURSE_AM,54,4,206.0,14.0,20.0,0.7,1.0995145631067962,1
PS_20260105_AM_U_ED_ed_physician,CL_HGGB_001,U_ED,2026-01-05,AM,ed_physician,S_ED_MD,R_ED_MD_AM,28,3,206.0,14.0,20.0,0.7,1.0995145631067962,1
PS_20260105_AM_U_ED_triage_nurse,CL_HGGB_001,U_ED,2026-01-05,AM,triage_nurse,S_TRIAGE,R_ED_TRIAGE_AM,4,2,206.0,14.0,20.0,0.7,1.0995145631067962,1
